mes_referencia;CIDADE;BLOCO;CATEGORIA;SIT_LIG;ligacoes;economias_totais;economias_sociais;economias_sabren
2026-04-01;CASIMIRO DE ABREU;Bloco 1;COMERCIAL;CORTADA;122;215;0;0
2026-04-01;CASIMIRO DE ABREU;Bloco 1;COMERCIAL;CORTE PEDIDO;2;2;0;0
2026-04-01;CASIMIRO DE ABREU;Bloco 1;COMERCIAL;DESATIVADA;11;19;0;0
2026-04-01;CASIMIRO DE ABREU;Bloco 1;PUBLICA;CORTADA;4;4;0;0
2026-04-01;CASIMIRO DE ABREU;Bloco 1;PUBLICA;DESATIVADA;1;1;0;0
2026-04-01;CASIMIRO DE ABREU;Bloco 1;PUBLICA;INATIVA;1;1;0;0
2026-04-01;CANTAGALO;Bloco 1;RESIDENCIAL;ATIVA;5039;6301;314;0
2026-04-01;CAMBUCI;Bloco 1;RESIDENCIAL;ATIVA;4573;4939;617;0
2026-04-01;CAMBUCI;Bloco 1;RESIDENCIAL;CORTADA;422;443;39;0
2026-04-01;CAMBUCI;Bloco 1;RESIDENCIAL;DESATIVADA;40;42;2;0
2026-04-01;CAMBUCI;Bloco 1;RESIDENCIAL;CORTE PEDIDO;7;7;0;0
2026-04-01;CANTAGALO;Bloco 1;COMERCIAL;ATIVA;351;522;0;0
2026-04-01;CAMBUCI;Bloco 1;RESIDENCIAL;INATIVA;166;169;0;0
2026-04-01;CANTAGALO;Bloco 1;PUBLICA;ATIVA;160;224;0;0
2026-04-01;CANTAGALO;Bloco 1;COMERCIAL;CORTADA;40;60;0;0
2026-04-01;CANTAGALO;Bloco 1;COMERCIAL;DESATIVADA;3;4;0;0
2026-04-01;CANTAGALO;Bloco 1;COMERCIAL;INATIVA;7;7;0;0
2026-04-01;CANTAGALO;Bloco 1;INDUSTRIAL;ATIVA;5;5;0;0
2026-04-01;CACHOEIRAS DE MACACU;Bloco 1;RESIDENCIAL;ATIVA;676;754;5;0
2026-04-01;CACHOEIRAS DE MACACU;Bloco 1;RESIDENCIAL;INATIVA;276;321;1;0
2026-04-01;CACHOEIRAS DE MACACU;Bloco 1;RESIDENCIAL;DESATIVADA;22;26;0;0
2026-04-01;CACHOEIRAS DE MACACU;Bloco 1;RESIDENCIAL;CORTADA;47;58;0;0
2026-04-01;CAMBUCI;Bloco 1;COMERCIAL;ATIVA;172;227;0;0
2026-04-01;CAMBUCI;Bloco 1;PUBLICA;ATIVA;129;168;0;0
2026-04-01;CAMBUCI;Bloco 1;COMERCIAL;INATIVA;1;1;0;0
2026-04-01;CAMBUCI;Bloco 1;INDUSTRIAL;ATIVA;1;1;0;0
2026-04-01;CAMBUCI;Bloco 1;INDUSTRIAL;CORTADA;2;2;0;0
2026-04-01;CAMBUCI;Bloco 1;COMERCIAL;CORTADA;33;42;0;0
2026-04-01;CAMBUCI;Bloco 1;COMERCIAL;DESATIVADA;1;1;0;0
2026-04-01;CAMBUCI;Bloco 1;PUBLICA;CORTADA;3;5;0;0
2026-04-01;BELFORD ROXO;Bloco 4;RESIDENCIAL;INATIVA;57852;72321;3779;0
2026-04-01;CACHOEIRAS DE MACACU;Bloco 1;PUBLICA;ATIVA;24;27;0;0
2026-04-01;CACHOEIRAS DE MACACU;Bloco 1;INDUSTRIAL;ATIVA;4;4;0;0
2026-04-01;CACHOEIRAS DE MACACU;Bloco 1;INDUSTRIAL;INATIVA;1;1;0;0
2026-04-01;CACHOEIRAS DE MACACU;Bloco 1;PUBLICA;INATIVA;3;3;0;0
2026-04-01;CACHOEIRAS DE MACACU;Bloco 1;COMERCIAL;ATIVA;15;18;0;0
2026-04-01;CACHOEIRAS DE MACACU;Bloco 1;COMERCIAL;CORTADA;7;7;0;0
2026-04-01;CACHOEIRAS DE MACACU;Bloco 1;COMERCIAL;INATIVA;9;13;0;0
2026-04-01;CACHOEIRAS DE MACACU;Bloco 1;COMERCIAL;DESATIVADA;2;2;0;0
2026-04-01;BELFORD ROXO;Bloco 4;RESIDENCIAL;PROVISÓRIA;13;13;7;0
2026-04-01;BELFORD ROXO;Bloco 4;RESIDENCIAL;DESATIVADA;10272;11026;293;0
2026-04-01;BELFORD ROXO;Bloco 4;RESIDENCIAL;CORTADA;16235;25983;4526;0
2026-04-01;BELFORD ROXO;Bloco 4;RESIDENCIAL;CORTE PEDIDO;117;202;9;0
2026-04-01;BELFORD ROXO;Bloco 4;RESIDENCIAL;ATIVA;54366;81974;30912;0
2026-04-01;BELFORD ROXO;Bloco 4;PUBLICA;ATIVA;615;1142;0;0
2026-04-01;BELFORD ROXO;Bloco 4;PUBLICA;INATIVA;51;65;0;0
2026-04-01;BELFORD ROXO;Bloco 4;PUBLICA;DESATIVADA;2;2;0;0
2026-04-01;BELFORD ROXO;Bloco 4;PUBLICA;CORTADA;12;23;0;0
2026-04-01;BELFORD ROXO;Bloco 4;PUBLICA;CORTE PEDIDO;5;5;0;0
2026-04-01;BELFORD ROXO;Bloco 4;COMERCIAL;CORTADA;1428;2323;0;0
2026-04-01;BELFORD ROXO;Bloco 4;COMERCIAL;DESATIVADA;339;372;0;0
2026-04-01;BELFORD ROXO;Bloco 4;COMERCIAL;CORTE PEDIDO;49;57;0;0
2026-04-01;BELFORD ROXO;Bloco 4;COMERCIAL;INATIVA;2251;2779;0;0
2026-04-01;BELFORD ROXO;Bloco 4;INDUSTRIAL;CORTE PEDIDO;15;15;0;0
2026-04-01;BELFORD ROXO;Bloco 4;INDUSTRIAL;DESATIVADA;1;1;0;0
2026-04-01;BELFORD ROXO;Bloco 4;INDUSTRIAL;INATIVA;5;7;0;0
2026-04-01;BELFORD ROXO;Bloco 4;INDUSTRIAL;CORTADA;11;12;0;0
2026-04-01;BELFORD ROXO;Bloco 4;INDUSTRIAL;ATIVA;33;36;0;0
2026-04-01;APERIBE;Bloco 1;RESIDENCIAL;CORTADA;240;257;143;0
2026-04-01;APERIBE;Bloco 1;RESIDENCIAL;ATIVA;3771;4031;2344;0
2026-04-01;APERIBE;Bloco 1;RESIDENCIAL;INATIVA;510;537;9;0
2026-04-01;APERIBE;Bloco 1;RESIDENCIAL;CORTE PEDIDO;22;24;20;0
2026-04-01;APERIBE;Bloco 1;RESIDENCIAL;DESATIVADA;7;7;2;0
2026-04-01;BELFORD ROXO;Bloco 4;COMERCIAL;ATIVA;2920;4020;0;0
2026-04-01;APERIBE;Bloco 1;COMERCIAL;INATIVA;112;146;0;0
2026-04-01;APERIBE;Bloco 1;INDUSTRIAL;INATIVA;3;3;0;0
2026-04-01;APERIBE;Bloco 1;PUBLICA;ATIVA;90;108;0;0
2026-04-01;APERIBE;Bloco 1;INDUSTRIAL;ATIVA;5;5;0;0
2026-04-01;APERIBE;Bloco 1;INDUSTRIAL;CORTADA;1;1;0;0
2026-04-01;APERIBE;Bloco 1;COMERCIAL;DESATIVADA;3;3;0;0
2026-04-01;APERIBE;Bloco 1;COMERCIAL;CORTADA;24;41;0;0
2026-04-01;APERIBE;Bloco 1;COMERCIAL;ATIVA;98;108;0;0
2026-04-01;APERIBE;Bloco 1;COMERCIAL;CORTE PEDIDO;3;4;0;0
2026-04-01;APERIBE;Bloco 1;PUBLICA;INATIVA;2;2;0;0
2026-04-01;MAGE;Bloco 1;RESIDENCIAL;DESATIVADA;3918;4311;247;0
2026-04-01;MAGE;Bloco 1;RESIDENCIAL;CORTADA;7530;10840;1149;0
2026-04-01;MAGE;Bloco 1;RESIDENCIAL;CORTE PEDIDO;107;136;23;0
2026-04-01;MAGE;Bloco 1;RESIDENCIAL;ATIVA;15525;20493;3989;0
2026-04-01;MAGE;Bloco 1;COMERCIAL;CORTADA;904;1474;0;0
2026-04-01;MAGE;Bloco 1;COMERCIAL;DESATIVADA;216;261;0;0
2026-04-01;MAGE;Bloco 1;COMERCIAL;CORTE PEDIDO;38;88;0;0
2026-04-01;MAGE;Bloco 1;COMERCIAL;INATIVA;675;998;0;0
2026-04-01;MAGE;Bloco 1;INDUSTRIAL;ATIVA;14;14;0;0
2026-04-01;MAGE;Bloco 1;INDUSTRIAL;CORTADA;10;13;0;0
2026-04-01;MAGE;Bloco 1;INDUSTRIAL;CORTE PEDIDO;1;1;0;0
2026-04-01;MAGE;Bloco 1;INDUSTRIAL;DESATIVADA;2;2;0;0
2026-04-01;MAGE;Bloco 1;PUBLICA;ATIVA;264;605;0;0
2026-04-01;MAGE;Bloco 1;INDUSTRIAL;INATIVA;10;10;0;0
2026-04-01;MAGE;Bloco 1;PUBLICA;INATIVA;9;9;0;0
2026-04-01;MAGE;Bloco 1;PUBLICA;CORTADA;3;3;0;0
2026-04-01;MAGE;Bloco 1;PUBLICA;DESATIVADA;2;2;0;0
2026-04-01;JAPERI;Bloco 4;RESIDENCIAL;INATIVA;6410;7921;726;0
2026-04-01;MAGE;Bloco 1;COMERCIAL;ATIVA;1082;1766;0;0
2026-04-01;JAPERI;Bloco 4;RESIDENCIAL;PROVISÓRIA;1;1;0;0
2026-04-01;JAPERI;Bloco 4;RESIDENCIAL;DESATIVADA;1739;1809;86;0
2026-04-01;JAPERI;Bloco 4;RESIDENCIAL;CORTADA;6309;7619;1014;0
2026-04-01;JAPERI;Bloco 4;RESIDENCIAL;ATIVA;7136;8070;1912;0
2026-04-01;ITAOCARA;Bloco 1;RESIDENCIAL;INATIVA;1442;2011;3;0
2026-04-01;JAPERI;Bloco 4;COMERCIAL;ATIVA;380;488;0;0
2026-04-01;JAPERI;Bloco 4;COMERCIAL;CORTADA;273;383;0;0
2026-04-01;JAPERI;Bloco 4;COMERCIAL;INATIVA;231;338;0;0
2026-04-01;JAPERI;Bloco 4;COMERCIAL;DESATIVADA;58;82;0;0
2026-04-01;JAPERI;Bloco 4;PUBLICA;ATIVA;141;216;0;0
2026-04-01;JAPERI;Bloco 4;INDUSTRIAL;CORTADA;13;14;0;0
2026-04-01;JAPERI;Bloco 4;INDUSTRIAL;ATIVA;32;32;0;0
2026-04-01;JAPERI;Bloco 4;PUBLICA;CORTADA;7;8;0;0
2026-04-01;JAPERI;Bloco 4;PUBLICA;INATIVA;5;6;0;0
2026-04-01;ITAOCARA;Bloco 1;RESIDENCIAL;ATIVA;7261;8365;908;0
2026-04-01;ITAOCARA;Bloco 1;RESIDENCIAL;CORTADA;475;503;46;0
2026-04-01;ITAOCARA;Bloco 1;RESIDENCIAL;CORTE PEDIDO;1;1;0;0
2026-04-01;ITAOCARA;Bloco 1;RESIDENCIAL;DESATIVADA;37;37;0;0
2026-04-01;ITABORAI;Bloco 1;RESIDENCIAL;INATIVA;15977;22997;1010;0
2026-04-01;ITAOCARA;Bloco 1;COMERCIAL;ATIVA;411;579;0;0
2026-04-01;ITABORAI;Bloco 1;RESIDENCIAL;PROVISÓRIA;2;3;0;0
2026-04-01;ITAOCARA;Bloco 1;COMERCIAL;INATIVA;60;75;0;0
2026-04-01;ITAOCARA;Bloco 1;INDUSTRIAL;ATIVA;4;4;0;0
2026-04-01;ITAOCARA;Bloco 1;PUBLICA;ATIVA;191;235;0;0
2026-04-01;ITAOCARA;Bloco 1;COMERCIAL;CORTADA;56;69;0;0
2026-04-01;ITAOCARA;Bloco 1;COMERCIAL;CORTE PEDIDO;1;1;0;0
2026-04-01;ITAOCARA;Bloco 1;PUBLICA;CORTADA;3;5;0;0
2026-04-01;ITAOCARA;Bloco 1;PUBLICA;INATIVA;1;1;0;0
2026-04-01;ITABORAI;Bloco 1;RESIDENCIAL;CORTADA;5819;7798;233;0
2026-04-01;ITABORAI;Bloco 1;RESIDENCIAL;CORTE PEDIDO;202;285;1;0
2026-04-01;ITABORAI;Bloco 1;RESIDENCIAL;DESATIVADA;969;1118;20;0
2026-04-01;ITABORAI;Bloco 1;RESIDENCIAL;ATIVA;17920;25682;3533;0
2026-04-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;INATIVA;69287;87720;10443;0
2026-04-01;ITABORAI;Bloco 1;COMERCIAL;ATIVA;1108;2654;0;0
2026-04-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;PROVISÓRIA;8;8;3;0
2026-04-01;ITABORAI;Bloco 1;COMERCIAL;CORTADA;370;686;0;0
2026-04-01;ITABORAI;Bloco 1;COMERCIAL;INATIVA;483;921;0;0
2026-04-01;ITABORAI;Bloco 1;COMERCIAL;DESATIVADA;52;70;0;0
2026-04-01;ITABORAI;Bloco 1;COMERCIAL;CORTE PEDIDO;34;102;0;0
2026-04-01;ITABORAI;Bloco 1;PUBLICA;ATIVA;264;444;0;0
2026-04-01;ITABORAI;Bloco 1;INDUSTRIAL;CORTADA;9;9;0;0
2026-04-01;ITABORAI;Bloco 1;INDUSTRIAL;CORTE PEDIDO;2;2;0;0
2026-04-01;ITABORAI;Bloco 1;INDUSTRIAL;DESATIVADA;1;1;0;0
2026-04-01;ITABORAI;Bloco 1;INDUSTRIAL;ATIVA;17;17;0;0
2026-04-01;ITABORAI;Bloco 1;INDUSTRIAL;INATIVA;7;7;0;0
2026-04-01;ITABORAI;Bloco 1;PUBLICA;CORTADA;14;37;0;0
2026-04-01;ITABORAI;Bloco 1;PUBLICA;CORTE PEDIDO;2;4;0;0
2026-04-01;ITABORAI;Bloco 1;PUBLICA;DESATIVADA;3;3;0;0
2026-04-01;ITABORAI;Bloco 1;PUBLICA;INATIVA;50;68;0;0
2026-04-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;DESATIVADA;17827;18561;1778;0
2026-04-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;CORTADA;36015;56535;9576;0
2026-04-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;CORTE PEDIDO;924;1902;923;0
2026-04-01;TANGUA;Bloco 1;RESIDENCIAL;INATIVA;1055;1294;53;0
2026-04-01;TANGUA;Bloco 1;RESIDENCIAL;PROVISÓRIA;1;1;0;0
2026-04-01;TANGUA;Bloco 1;RESIDENCIAL;CORTADA;1487;1750;541;0
2026-04-01;TANGUA;Bloco 1;RESIDENCIAL;DESATIVADA;141;144;16;0
2026-04-01;TANGUA;Bloco 1;RESIDENCIAL;CORTE PEDIDO;32;42;3;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;RESIDENCIAL;ATIVA;127724;213787;53427;17771
2026-03-01;RIO DE JANEIRO - B;Bloco 4;RESIDENCIAL;CORTADA;17593;28214;4027;1807
2026-03-01;RIO DE JANEIRO - B;Bloco 4;RESIDENCIAL;INATIVA;1075;5683;4981;4681
2026-03-01;RIO DE JANEIRO - A;Bloco 4;RESIDENCIAL;ATIVA;339564;781107;221680;76331
2026-03-01;RIO DE JANEIRO - A;Bloco 4;COMERCIAL;ATIVA;34281;87891;141;116
2026-03-01;RIO DE JANEIRO - A;Bloco 4;RESIDENCIAL;CORTADA;37444;56719;19345;11862
2026-03-01;RIO DE JANEIRO - A;Bloco 4;COMERCIAL;CORTADA;6991;10005;1;1
2026-03-01;RIO DE JANEIRO - A;Bloco 4;RESIDENCIAL;INATIVA;2590;3077;1448;871
2026-03-01;RIO DE JANEIRO - A;Bloco 4;COMERCIAL;CORTE PEDIDO;191;226;0;0
2026-03-01;RIO DE JANEIRO - A;Bloco 4;INDUSTRIAL;ATIVA;653;678;1;0
2026-03-01;RIO DE JANEIRO - A;Bloco 4;COMERCIAL;INATIVA;183;217;7;5
2026-03-01;RIO DE JANEIRO;Bloco 1;RESIDENCIAL;ATIVA;40115;285549;26620;19221
2026-03-01;RIO DE JANEIRO;Bloco 1;RESIDENCIAL;CORTADA;3861;5169;4214;3903
2026-03-01;RIO DE JANEIRO;Bloco 1;COMERCIAL;CORTADA;486;802;0;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;COMERCIAL;ATIVA;8930;14769;4;3
2026-03-01;RIO DE JANEIRO - B;Bloco 4;COMERCIAL;INATIVA;111;118;0;0
2026-03-01;RIO DE JANEIRO;Bloco 1;RESIDENCIAL;INATIVA;178;212;149;120
2026-03-01;RIO DE JANEIRO - B;Bloco 4;COMERCIAL;CORTADA;2277;3243;0;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;INDUSTRIAL;ATIVA;125;132;0;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;COMERCIAL;CORTE PEDIDO;70;80;0;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;PUBLICA;ATIVA;982;1394;0;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;RESIDENCIAL;PROVISÓRIA;4;4;3;2
2026-03-01;RIO DE JANEIRO - A;Bloco 4;PUBLICA;ATIVA;4016;14451;2;2
2026-03-01;RIO DE JANEIRO - A;Bloco 4;RESIDENCIAL;CORTE PEDIDO;237;342;14;7
2026-03-01;NOVA IGUAÇU;Bloco 4;RESIDENCIAL;ATIVA;215553;278010;42272;1
2026-03-01;RIO DE JANEIRO;Bloco 1;COMERCIAL;ATIVA;8373;40191;0;0
2026-03-01;RIO DE JANEIRO;Bloco 1;INDUSTRIAL;ATIVA;102;102;0;0
2026-03-01;RIO DE JANEIRO;Bloco 1;PUBLICA;ATIVA;709;2891;0;0
2026-03-01;RIO DE JANEIRO;Bloco 1;RESIDENCIAL;DESATIVADA;3;3;3;2
2026-03-01;RIO DE JANEIRO - A;Bloco 4;RESIDENCIAL;PROVISÓRIA;55;68;40;16
2026-03-01;RIO DE JANEIRO - A;Bloco 4;RESIDENCIAL;DESATIVADA;23;23;5;3
2026-03-01;RIO DE JANEIRO - A;Bloco 4;PUBLICA;CORTADA;65;202;0;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;RESIDENCIAL;DESATIVADA;6;7;2;2
2026-03-01;RIO DE JANEIRO - A;Bloco 4;PUBLICA;INATIVA;4;4;0;0
2026-03-01;RIO DE JANEIRO;Bloco 1;PUBLICA;CORTADA;7;7;0;0
2026-03-01;RIO DE JANEIRO;Bloco 1;COMERCIAL;INATIVA;11;16;0;0
2026-03-01;SAO GONCALO;Bloco 1;RESIDENCIAL;ATIVA;235687;359327;69245;0
2026-03-01;SAO GONCALO;Bloco 1;COMERCIAL;CORTADA;3304;6290;0;0
2026-03-01;SAO GONCALO;Bloco 1;COMERCIAL;CORTE PEDIDO;76;138;0;0
2026-03-01;SAO GONCALO;Bloco 1;INDUSTRIAL;CORTADA;59;92;0;0
2026-03-01;SAO GONCALO;Bloco 1;INDUSTRIAL;CORTE PEDIDO;1;1;0;0
2026-03-01;SAO GONCALO;Bloco 1;PUBLICA;ATIVA;1430;2366;0;0
2026-03-01;SAO GONCALO;Bloco 1;INDUSTRIAL;ATIVA;155;363;0;0
2026-03-01;SAO GONCALO;Bloco 1;COMERCIAL;DESATIVADA;1;1;0;0
2026-03-01;SAO GONCALO;Bloco 1;COMERCIAL;INATIVA;1;1;0;0
2026-03-01;SAO GONCALO;Bloco 1;COMERCIAL;PROVISÓRIA;2;2;0;0
2026-03-01;SAO GONCALO;Bloco 1;PUBLICA;CORTADA;33;54;0;0
2026-03-01;SAO GONCALO;Bloco 1;PUBLICA;CORTE PEDIDO;1;9;0;0
2026-03-01;SAO GONCALO;Bloco 1;PUBLICA;PROVISÓRIA;1;1;0;0
2026-03-01;SAO GONCALO;Bloco 1;COMERCIAL;ATIVA;9290;15854;2;0
2026-03-01;S.SEBASTIAO DO ALTO;Bloco 1;RESIDENCIAL;ATIVA;1575;1700;114;0
2026-03-01;S.SEBASTIAO DO ALTO;Bloco 1;RESIDENCIAL;CORTADA;109;112;8;0
2026-03-01;S.SEBASTIAO DO ALTO;Bloco 1;RESIDENCIAL;CORTE PEDIDO;2;2;0;0
2026-03-01;S.FCO.DO ITABAPOANA;Bloco 1;RESIDENCIAL;CORTADA;4766;5280;206;0
2026-03-01;S.SEBASTIAO DO ALTO;Bloco 1;PUBLICA;ATIVA;73;93;0;0
2026-03-01;S.SEBASTIAO DO ALTO;Bloco 1;COMERCIAL;CORTADA;10;14;0;0
2026-03-01;S.SEBASTIAO DO ALTO;Bloco 1;COMERCIAL;CORTE PEDIDO;1;1;0;0
2026-03-01;S.SEBASTIAO DO ALTO;Bloco 1;COMERCIAL;ATIVA;81;95;0;0
2026-03-01;S.FCO.DO ITABAPOANA;Bloco 1;RESIDENCIAL;CORTE PEDIDO;71;72;0;0
2026-03-01;S.FCO.DO ITABAPOANA;Bloco 1;RESIDENCIAL;ATIVA;12684;13570;1627;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;RESIDENCIAL;CORTE PEDIDO;130;214;6;0
2026-03-01;S.FCO.DO ITABAPOANA;Bloco 1;COMERCIAL;ATIVA;439;629;0;0
2026-03-01;S.FCO.DO ITABAPOANA;Bloco 1;COMERCIAL;CORTADA;203;325;0;0
2026-03-01;S.FCO.DO ITABAPOANA;Bloco 1;PUBLICA;ATIVA;161;235;0;0
2026-03-01;S.FCO.DO ITABAPOANA;Bloco 1;PUBLICA;CORTADA;7;8;0;0
2026-03-01;S.FCO.DO ITABAPOANA;Bloco 1;COMERCIAL;CORTE PEDIDO;9;14;0;0
2026-03-01;S.FCO.DO ITABAPOANA;Bloco 1;INDUSTRIAL;ATIVA;5;5;0;0
2026-03-01;S.FCO.DO ITABAPOANA;Bloco 1;INDUSTRIAL;CORTADA;1;1;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;CORTADA;22546;41645;2203;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;CORTE PEDIDO;152;272;16;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;DESATIVADA;77;79;1;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;INATIVA;1035;1078;48;0
2026-03-01;SAQUAREMA;Bloco 1;COMERCIAL;CORTADA;47;69;0;0
2026-03-01;SAQUAREMA;Bloco 1;COMERCIAL;ATIVA;122;191;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;PROVISÓRIA;12;26;0;0
2026-03-01;SAQUAREMA;Bloco 1;RESIDENCIAL;ATIVA;7059;7715;618;0
2026-03-01;SAQUAREMA;Bloco 1;PUBLICA;ATIVA;37;46;0;0
2026-03-01;SAQUAREMA;Bloco 1;PUBLICA;CORTADA;1;1;0;0
2026-03-01;SAQUAREMA;Bloco 1;COMERCIAL;CORTE PEDIDO;1;1;0;0
2026-03-01;SAQUAREMA;Bloco 1;INDUSTRIAL;ATIVA;2;2;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;ATIVA;84997;117563;9617;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;PUBLICA;ATIVA;652;1076;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;PUBLICA;CORTADA;36;57;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;PUBLICA;CORTE PEDIDO;5;5;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;ATIVA;5950;9096;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;CORTADA;2466;4999;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;INATIVA;39;40;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;CORTE PEDIDO;94;190;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;DESATIVADA;4;4;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;INDUSTRIAL;CORTADA;28;35;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;INDUSTRIAL;CORTE PEDIDO;2;3;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;INDUSTRIAL;ATIVA;107;120;0;0
2026-03-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;PROVISÓRIA;2;2;0;0
2026-03-01;SAO GONCALO;Bloco 1;RESIDENCIAL;CORTADA;26429;41741;8103;0
2026-03-01;SAO GONCALO;Bloco 1;RESIDENCIAL;CORTE PEDIDO;189;317;31;0
2026-03-01;SAO GONCALO;Bloco 1;RESIDENCIAL;INATIVA;44;52;39;0
2026-03-01;SAO GONCALO;Bloco 1;RESIDENCIAL;PROVISÓRIA;8;13;3;0
2026-03-01;SAO GONCALO;Bloco 1;RESIDENCIAL;DESATIVADA;20;21;1;0
2026-03-01;RIO DE JANEIRO - A;Bloco 4;PUBLICA;CORTE PEDIDO;2;2;0;0
2026-03-01;RIO DE JANEIRO - A;Bloco 4;COMERCIAL;DESATIVADA;1;1;0;0
2026-03-01;RIO DE JANEIRO - A;Bloco 4;COMERCIAL;PROVISÓRIA;1;1;0;0
2026-03-01;RIO DE JANEIRO - A;Bloco 4;INDUSTRIAL;CORTADA;107;109;0;0
2026-03-01;RIO DE JANEIRO - A;Bloco 4;INDUSTRIAL;CORTE PEDIDO;8;8;0;0
2026-03-01;RIO DE JANEIRO - A;Bloco 4;INDUSTRIAL;INATIVA;6;6;0;0
2026-03-01;RIO DE JANEIRO;Bloco 1;RESIDENCIAL;PROVISÓRIA;1;1;0;0
2026-03-01;RIO DE JANEIRO;Bloco 1;COMERCIAL;DESATIVADA;1;1;0;0
2026-03-01;RIO DE JANEIRO;Bloco 1;INDUSTRIAL;CORTADA;3;3;0;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;COMERCIAL;PROVISÓRIA;1;1;0;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;COMERCIAL;DESATIVADA;2;2;0;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;INDUSTRIAL;CORTADA;20;20;0;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;INDUSTRIAL;INATIVA;2;2;0;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;PUBLICA;CORTADA;18;22;0;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;PUBLICA;INATIVA;2;4;0;0
2026-03-01;RIO DE JANEIRO - B;Bloco 4;PUBLICA;CORTE PEDIDO;1;2;0;0
2026-03-01;NOVA IGUAÇU;Bloco 4;COMERCIAL;CORTADA;2919;4530;0;0
2026-03-01;NOVA IGUAÇU;Bloco 4;COMERCIAL;INATIVA;113;127;0;0
2026-03-01;NOVA IGUAÇU;Bloco 4;COMERCIAL;DESATIVADA;4;14;0;0
2026-03-01;NOVA IGUAÇU;Bloco 4;PUBLICA;ATIVA;1038;2021;0;0
2026-03-01;NOVA IGUAÇU;Bloco 4;INDUSTRIAL;CORTADA;25;25;0;0
2026-03-01;NOVA IGUAÇU;Bloco 4;INDUSTRIAL;ATIVA;110;175;0;0
2026-03-01;NOVA IGUAÇU;Bloco 4;PUBLICA;CORTADA;37;58;0;0
2026-03-01;NOVA IGUAÇU;Bloco 4;PUBLICA;INATIVA;2;2;0;0
2026-03-01;NOVA IGUAÇU;Bloco 4;COMERCIAL;ATIVA;8374;14509;0;0
2026-03-01;NILOPOLIS;Bloco 4;RESIDENCIAL;CORTADA;8488;12653;188;0
2026-03-01;NILOPOLIS;Bloco 4;RESIDENCIAL;INATIVA;189;195;1;0
2026-03-01;NILOPOLIS;Bloco 4;RESIDENCIAL;PROVISÓRIA;5;6;1;0
2026-03-01;NILOPOLIS;Bloco 4;RESIDENCIAL;ATIVA;30647;41733;1002;0
2026-03-01;MIRACEMA;Bloco 1;RESIDENCIAL;CORTADA;490;525;51;0
2026-03-01;MIRACEMA;Bloco 1;RESIDENCIAL;CORTE PEDIDO;26;27;3;0
2026-03-01;NILOPOLIS;Bloco 4;COMERCIAL;ATIVA;1770;2999;0;0
2026-03-01;NILOPOLIS;Bloco 4;COMERCIAL;CORTADA;1010;1529;0;0
2026-03-01;NILOPOLIS;Bloco 4;INDUSTRIAL;CORTADA;12;12;0;0
2026-03-01;NILOPOLIS;Bloco 4;INDUSTRIAL;ATIVA;15;17;0;0
2026-03-01;NILOPOLIS;Bloco 4;PUBLICA;ATIVA;273;568;0;0
